"run_id","condition","rt","url","trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject","age","gender","gender_rt","attention_check2","attention_check2_rt","cog_practice","CS_rt","cog_practice1","cog_practice2","cog_practice3","cog_load_response8","attention_check1","attention_check1_rt","scenario","test_condition","InJu1","InJu1_rt","InJu1_trial1","InJu1_trial2","InJu1_trial3","cog_load_response0","responses","stimulus","button_pressed","key_press","response","conf1","ca1","sw1","rsn1","ca2","sw2","rsn2","ca3","sw3","rsn3","CS","CS_trial1","CS_trial2","CS_trial3","InJu2","InJu2_rt","InJu2_trial1","InJu2_trial2","InJu2_trial3","cog_load_response5","conf2","previous_experience","reason","gender_other","preview","country","cog_practice_trial_number","InJu1_trial_number","CS_trial_number","InJu2_trial_number","Ju1_bin","Ju2_bin","InCS","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always"
611,"control","20057.199999999953","""","survey-text",25,91213,"0.0-5.0","60fd728292c59e4087d50874","618b9cbf713205f8e1c56f0c","618c180df33b69c6b0dda384","5du3rct75dye54u","20",1,1440.39999999991,2,1397.40000000014,NA,"1553.1000000000931",NA,NA,NA,NA,6,3376.39999999991,"Jennifer","control",5,"1917.1999999999534",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",3,0,1,1,1,1,1,1,1,0,"2",1,0,0,6,"4894.800000000047",1,0,0,NA,6,"no","its wrong to use bodies for science",NA,NA,"US",NA,1,1,1,"right","right","It's wrong and I can provide a valid reason.","not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","no reason","no reason","reason","reason","unstated","no reason","no reason","reason",FALSE
833,"control","4162.999999999985","""","survey-text",25,132237,"0.0-6.0","60fd7a97de22ce1c48b29ba3","618b9cbf713205f8e1c56f02","618c3ccc15f519a1857a4cbc","5upf140efolr3po","61",0,1610,1,8897,NA,"7915",NA,NA,NA,NA,8,14904,"Incest","control",1,"5437.000000000022",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"1",1,0,0,1,"5420.000000000015",1,0,0,NA,7,"No",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
462,"control","2390.5","debriefing_form.html","external-html",27,126919,"0.0-7.0","60fd7cca95936026b622beee","618b9cbf713205f8e1c56f1c","618c0795dc0f8b5bc6b6ded9","f08xzhy0fhbozhx","41",0,1317.5,1,5276.5,NA,"4924.699999988079",NA,NA,NA,NA,8,8330.30000001192,"Trolley","control",3,"7521.9000000059605",1,0,0,NA,"""","""","""","""","""",4,0,0,0,0,0,0,0,1,0,"2",1,0,0,3,"4465.699999988079",1,0,0,NA,4,"no","1 persons life should not count any less to the 5 other people",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
599,"cog_load","14977","""","survey-text",52,345393,"0.0-6.0","60fd835ac72c40ff4dcb4554","618b9cbf713205f8e1c56ef4","618c1560591651f695b9bc5c","y2wxnvkmqga65wd","57",0,2381,1,27026,"2","5023",1,0,0,"0",8,48112,"Trolley","cog_load",2,"7611",1,0,0,"1","{""Q0"":""this made me question myself ""}","""","""","""","""",6,1,1,2,0,0,2,0,0,0,"1",1,0,0,3,"5874",1,0,0,"0",3,"No",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","2","2","reason","no reason","unstated","2","2","reason",FALSE
514,"cog_load","4643","""","survey-text",52,576742,"0.0-6.0","60fd866917347300b1470b1b","618b9cbf713205f8e1c56f03","618c08ad1b63586821b1e61d","r93bae4hgo9dw2x","28",1,10910,1,4803,"2","13313",1,0,0,"5",7,10655,"Jennifer","cog_load",4,"19809",1,0,0,"1","{""Q0"":""no""}","""","""","""","""",6,0,1,1,0,1,1,0,1,1,"0",1,0,0,4,"6842.999999999884",1,0,0,"1",5,"No",NA,NA,NA,"US",1,1,1,1,"neutral","neutral","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","unstated","unstated","no reason","no reason","no reason",FALSE
978,"cog_load","2920.2999997138977","""","html-button-response",28,163959,"0.0-4.0-1.0-7.0-1.0","60fd8c6591cb38cd7a8c755b","618d7b0e0006685d8f891882","618d8772870ff1fd84b02496","xkag1yhksrw0qoh","19",0,2197.09999990463,1,12972.9000000954,"2","9319.39999961853",1,0,0,"1",4,12585,"Trolley","cog_load",3,"15834.599999904633",1,0,0,"3","""","<p>Do you think it's wrong?</p>","1","""","""",7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",1,1,NA,NA,"wrong",NA,NA,"wrong","not wrong",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
574,"control","14723","debriefing_form.html","external-html",27,477653,"0.0-7.0","60fdaa5dc7b63d3c13b50839","618b9cbf713205f8e1c56ef4","618c11ff0a7040e56ec20db0","ub17nqtataby80h","51",0,1711.99999999999,4,22933,NA,"22116",NA,NA,NA,NA,8,47284,"Trolley","control",2,"26169.00000000003",1,0,0,NA,"""","""","""","""","""",6,0,0,0,0,0,0,0,1,0,"2",1,0,0,2,"12011",1,0,0,NA,6,"No thank goodness","The overweight man should have made the decision for himself to jump or not. If nothing else, he should have been part of the decision to be pushed.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
275,"control","5670.100000000559","""","survey-text",25,138729,"0.0-5.0","60fdb016d7d61b1cf4359d40","618b9cbf713205f8e1c56ef6","618bf06b4867889f63857466","z55m7l7vytshwbm","32",0,17181.1000000006,1,27538.2000000002,NA,"4460.899999999441",NA,NA,NA,NA,8,6686,"Jennifer","control",1,"3831.2000000001863",1,0,0,NA,"{""Q0"":""No""}","""","""","""","""",7,1,0,0,0,0,0,0,0,0,"2",1,0,0,1,"3090.2999999998137",1,0,0,NA,7,"No","Eating human beings is wrong",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
522,"control","5975","debriefing_form.html","external-html",27,267551,"0.0-7.0","60fdbb289d3a6f27ebd32f67","618b9cbf713205f8e1c56efe","618c0dbcf26eda9defd679dc","q52s2ogr6jasq8v","59",0,1650,1,19563,NA,"7500",NA,NA,NA,NA,8,41859,"Trolley","control",1,"7171",1,0,0,NA,"""","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"5407.000000000029",1,0,0,NA,7,"No","He had no right to take a man’s life without consent. It was murder.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
734,"cog_load","3652.7000000001863","""","survey-text",53,243166,"0.0-6.0","60fdbd52abddcd4cc50eabcb","618b9cbf713205f8e1c56eed","618c284179c6a3ac0ba740bc","84fys436seusg0h","19",1,1188.39999999944,1,10277.9000000004,"2","9098.600000000559",1,0,0,"1",8,25422.3000000007,"Incest","cog_load",1,"12094.300000000745",1,0,0,"2","{""Q0"":""No""}","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"4643.299999999814",1,0,0,"1",7,"No","2",NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
1003,"cog_load","3573.999999999971","""","survey-text",51,185846,"0.0-5.0","60fdbe5823f2889ac48f1208","618d7b0e0006685d8f891882","618daa36b0c8b371aa55e8bd","mpuqresnlp7nogq","33",0,1467,1,13652,"0","5873.000000000029",1,0,0,"9",1,8853,"Incest","cog_load",3,"9267",1,0,0,"1","{""Q0"":""No""}","""","""","""","""",2,1,1,2,0,1,0,0,1,2,"0",1,0,0,3,"5134.000000000029",1,0,0,"4",3,"No",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","There is nothing wrong.","wrong","not wrong","not wrong","not wrong","not wrong","wrong",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,TRUE,2,"unstated","2","reason","2","unstated","unstated","2","reason","2",FALSE
164,"cog_load","18474.00000000198","debriefing_form.html","external-html",53,318186,"0.0-7.0","60fdbedaa6d2e6e3e365c37d","618b9cbf713205f8e1c56ef6","618be216472fe5cc6f33f891","qut6lf75x8sdj9z","34",0,1526.29999999772,1,17094.5999999967,"2","6344.100000002072",1,0,0,"1",8,36268.1000000011,"Trolley","cog_load",3,"10557.399999990594",1,0,0,"2","""","""","""","""","""",6,0,0,0,0,0,0,0,1,0,"1",1,0,0,3,"6739.300000001094",1,0,0,"1",6,"Yes, the trolly meme",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
117,"control","5998.999999999971","""","survey-text",26,234129,"0.0-6.0","60fdd0f17e1fed61ca107145","618b9cbf713205f8e1c56f02","618bda232214f31f59b5320a","yu1qu06jpo1p1wk","61",0,2115,1,19959,NA,"12010.00000000003",NA,NA,NA,NA,8,33948,"Jennifer","control",1,"7614",1,0,0,NA,"{""Q0"":""No""}","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"6859.999999999971",1,0,0,NA,7,"No","It is anti social and morally wrong to eat a human",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
212,"cog_load","1737.800000011921","debriefing_form.html","external-html",67,269694,"0.0-7.0","60fddc3344c4df7d1f7856b9","618b9cbf713205f8e1c56f1b","618be83c2b06b4645a54a1ed","r3dwrjl17nug8np","24",0,3250.40000003576,1,13108.6000000238,"2","11041.699999988079",0,2,0,"1",8,21060.1999999881,"Incest","cog_load",1,"7322.5",0,2,0,"3","""","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"1",1,0,0,1,"6445.199999988079",1,0,0,"1",6,"no",NA,NA,NA,"US",2,2,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
134,"cog_load","3137","""","survey-text",53,377983,"0.0-6.0","60fddd1ef83cc16b0411a2ba","618b9cbf713205f8e1c56ef6","618bdcd233c2c83f38ecce13","8unlnt9lkx528lc","31",0,1943,1,26370,"2","8268",1,0,0,"0",8,44750,"Heinz","cog_load",2,"13751",1,0,0,"1","{""Q0"":""}","""","""","""","""",4,0,1,0,0,0,0,0,0,0,"2",1,0,0,2,"6592",1,0,0,"0",4,"No","He can still make a living and charge less. They said he only spent a fraction of what he was charging to make it. If he wants to make a living and do good in the world, he should lower his prices.",NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
702,"cog_load","3629.699999988079","""","survey-text",59,381593,"0.0-6.0","60fdeea193e44e2887e1ef22","618b9cbf713205f8e1c56f02","618c248ddea043128441dfa5","g5fdb52030vybqe","62",0,2895.79999995232,4,16051.5,"0","14750.799999952316",0,2,0,"1",8,36559.9000000358,"Trolley","cog_load",2,"15283.800000011921",1,0,0,"3","{""Q0"":""no""}","""","""","""","""",3,0,0,1,0,0,1,1,0,1,"1",1,0,0,2,"11049.200000047684",1,0,0,"1",6,"no",NA,NA,NA,"US",2,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
1031,"cog_load","22716","debriefing_form.html","external-html",54,359469,"0.0-7.0","60fdf0adc7f5cc81445d07b0","618d7b0e0006685d8f891882","618dc03267d0bbdbe6d927b3","1fpy6k5cg791yuw","27",0,2202,4,18355,"2","5792.999999999971",1,0,0,"0",8,33835,"Incest","cog_load",1,"17676",1,0,0,"0","""","""","""","""","""",7,1,0,0,0,0,0,0,0,0,"2",1,0,0,1,"4277",1,0,0,"0",7,"No","They are related?? And it is taboo, also they grew up together and have known each other. Even if they took measures to prevent pregnancy, the implications socially are bad",NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
269,"control","2864","""","survey-text",25,159069,"0.0-6.0","60fdf104935a0ef0e93762b0","618b9cbf713205f8e1c56ef6","618befc0db27dd85b57b3576","d9aqg6nt67q492e","29",0,2203,1,18906,NA,"4213",NA,NA,NA,NA,8,37209,"Incest","control",6,"6024",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",6,0,1,1,0,1,1,0,1,1,"0",1,0,0,7,"6947",1,0,0,NA,7,"No",NA,NA,NA,"US",NA,1,1,1,"right","right","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","unstated","unstated","no reason","no reason","no reason",FALSE
416,"cog_load","17003","""","survey-text",60,365669,"0.0-6.0","60fdf439667428ddf589f80f","618b9cbf713205f8e1c56f0c","618c01a3b971701d3999e89f","bfcaw81nt5zbt1w","25",1,971,4,19612,"2","10593",1,0,0,"1",4,22530,"Jennifer","cog_load",1,"5190",0,2,0,"2","{""Q0"":""No""}","""","""","""","""",7,1,0,0,0,0,0,0,0,0,"2",1,0,0,1,"12901",1,0,0,"2",4,"No","2",NA,NA,"US",1,2,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
44,"control","14770.699999988079","debriefing_form.html","external-html",27,354060,"0.0-7.0","60fe01fbab0316f090acb6b9","618b9cbf713205f8e1c56f18","618bc44a4808eb53cf026b45","5hqyny89mpvj6fs","21",0,1542.30000001192,1,12866.3000000119,NA,"8944.700000047684",NA,NA,NA,NA,8,29502,"Jennifer","control",1,"5247.600000023842",1,0,0,NA,"""","""","""","""","""",7,1,0,0,0,0,0,1,0,0,"2",1,0,0,1,"5684.900000035763",1,0,0,NA,7,"No","She is a hypocrite, how can you be okay with not eating an animal, but eat a human??",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
890,"cog_load","5564","""","html-button-response",51,329989,"0.0-4.0-1.0-12.0","60fe076cdaf85311b32cb6a0","618b9cbf713205f8e1c56f02","618c4952a6dba4e50ce592ba","6qad8wyp9qe0xy5","60",0,1693,4,27574,"0","10686",1,0,0,"8",8,32713,"Incest","cog_load",1,"16515.99999999997",1,0,0,"0","""","<p style=""text-align: left"">The next page contains a <b>question</b> and an <b>attention task</b> (<i>number scroll</i> video)</p><br><p style=""text-align: left; font-size:20px;"">While answering the question, please count how many times you see the number below:<br></p><p style=""font-size:40px;""><b>five: 5</b></p><p>(The next page will expire within 20 seconds)</br>(You will have 3 attempts at this question)</p>","0","""","""",7,0,0,0,1,0,0,0,0,0,"2",0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"It is unnatural",NA,NA,"US",1,1,2,NA,"wrong",NA,"It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong",NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,0,NA,NA,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
63,"control","4027","debriefing_form.html","external-html",27,207427,"0.0-7.0","60fe095a27a19c4dc0eb5e0e","618b9cbf713205f8e1c56ef6","618bcd2c9df7f7b253b08dfe","za8nb7lqeust6go","31",0,1780,1,25158,NA,"6581.000000000029",NA,NA,NA,NA,8,35449,"Trolley","control",1,"3594",1,0,0,NA,"""","""","""","""","""",7,0,0,0,0,0,0,0,1,0,"2",1,0,0,2,"3632",1,0,0,NA,7,"No","The other mans life was worthy too. It is not fair to sacrifice one to save others, unless the man sacrificed himself.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
679,"control","74183","""","survey-text",26,451181,"0.0-6.0","60fe13da46d0fafc684fd687","618b9cbf713205f8e1c56f02","618c213d4e7d9f98581acd3c","q7tpeue5mnfsf9a","65",0,2065.99999999999,1,17687,NA,"14810",NA,NA,NA,NA,8,26444,"Jennifer","control",1,"7382",1,0,0,NA,"{""Q0"":""As a higher species, I believe it is morally wrong to participate in cannibalism.""}","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"6621.000000000058",1,0,0,NA,7,"No","I assume that what she did was against the regulations of her job, and I also assume that being eaten was not what the deceased agreed to when donating his body.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
320,"control","5356.000000000015","""","survey-text",25,117287,"0.0-6.0","60fe2c231a050242c1adda24","618b9cbf713205f8e1c56ef6","618bf5b5c2e51ef33c814d50","y3pjurpkph7e9g5","34",0,1274,1,1518,NA,"5148.000000000015",NA,NA,NA,NA,8,26703,"Trolley","control",1,"8120.000000000007",1,0,0,NA,"{""Q0"":""No""}","""","""","""","""",7,0,0,1,0,0,1,0,0,1,"1",1,0,0,1,"5287",1,0,0,NA,7,"No",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
228,"cog_load","2776","""","survey-text",52,284677,"0.0-6.0","60fe2e435b823598fe529fac","618b9cbf713205f8e1c56ef6","618be9ed65f2692cbbca6f3c","1jap0tdaj1p9lqk","31",0,1637,1,16466,"2","5204.999999999971",1,0,0,"0",8,44606,"Incest","cog_load",4,"16652",1,0,0,"0","{""Q0"":""no""}","""","""","""","""",6,0,0,1,0,0,1,0,0,1,"1",1,0,0,3,"9107",1,0,0,"0",4,"No",NA,NA,NA,"US",1,1,1,1,"neutral","wrong","It's wrong but I can't think of a reason.","not wrong","wrong","wrong","wrong","wrong","wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
1018,"cog_load","11427.400000035763","debriefing_form.html","external-html",61,407895,"0.0-7.0","60fe30ae0befaefd35dda01b","618d7b0e0006685d8f891882","618db75306f6fec994b28bb1","tqawet4vbnvgbgs","21",0,1041,1,8734.90000003576,"0","7173.900000035763",1,0,0,"1",8,28295.0999999642,"Incest","cog_load",1,"10505.800000011921",0,2,0,"2","""","""","""","""","""",5,1,0,0,0,0,0,0,0,0,"2",1,0,0,1,"4212.300000011921",1,0,0,"1",6,"No","Them engaging in sexual activity with each other is incest. I believe that you shouldn't have sex with your family members.",NA,NA,"US",1,2,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
992,"control","1875.699999988079","debriefing_form.html","external-html",27,152964,"0.0-7.0","60fe4bca231db80168012c73","618d7b0e0006685d8f891882","618da27aa5840957b96f1a09","aun6ox03ezz9bs1","21",0,846.300000011921,1,8700.69999998808,NA,"8273.5",NA,NA,NA,NA,7,5416.40000003576,"Heinz","control",2,"5950.299999952316",1,0,0,NA,"""","""","""","""","""",3,0,1,0,1,0,0,1,0,0,"2",1,0,0,6,"4016",1,0,0,NA,5,"No","He works hard to distribute and create this dugs and ti is unfair to have someone steal them with no money.",NA,NA,"US",NA,1,1,1,"wrong","right","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","not wrong",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
172,"cog_load","3398.5","""","survey-text",73,276481,"0.0-6.0","60fecab3a841e47fcc15897b","618b9cbf713205f8e1c56f1b","618be2e18e0fc1da45dcd853","ormht0rufz6ooj2","22",0,2016.39999999997,1,11391.3,"2","841.2000000000698",0,2,0,"1",8,11362.6,"Trolley","cog_load",5,"2086.5",0,2,0,"4","{""Q0"":""no""}","""","""","""","""",3,0,1,2,0,1,2,0,1,2,"1",0,2,0,5,"8480.099999999977",1,0,0,"2",2,"no",NA,NA,NA,"US",2,2,2,1,"right","right","It's wrong but I can't think of a reason.","not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
1067,NA,"null","""","html-keyboard-response",8,65353,"0.0-4.0-0.0-0.0-3.0-0.0","60fedb3bda8e6568867de4bf","618d7b0e0006685d8f891882","618dcbdb247fe3b7d291012c","hp5v13h9g8k4sxp","19",0,1166.19999998808,1,6017.30000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","""","""","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
257,"cog_load","2315.699999988079","""","survey-text",73,241392,"0.0-6.0","60fee84d6123eae2d933082e","618b9cbf713205f8e1c56f0c","618bee00e01026bb6b703097","cvnde3x4y8l57gx","20",1,2945.90000000596,1,8185.19999998808,"1","736.5999999940395",1,0,0,"1",2,8316.20000001788,"Trolley","cog_load",5,"2591.5",0,2,0,"3","{""Q0"":""no""}","""","""","""","""",6,0,0,1,0,0,1,0,0,1,"1",0,2,0,6,"1976.199999988079",0,0,3,"3",7,"no",NA,NA,NA,"US",1,2,2,3,"right","right","It's wrong but I can't think of a reason.","not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
199,"control","34993.5","debriefing_form.html","external-html",27,540735,"0.0-7.0","60fee84f59d498feb86e388c","618b9cbf713205f8e1c56f1b","618be45c434353b6175fbfc7","1dupljtb9jn7h8n","26",0,3296.10000000894,1,22551.6000000089,NA,"8803.20000000298",NA,NA,NA,NA,8,40058.5,"Heinz","control",3,"20037.79999999702",1,0,0,NA,"""","""","""","""","""",5,0,0,0,0,0,0,0,0,0,"2",1,0,0,3,"8847.70000000298",1,0,0,NA,5,"This specific scenario? No. I have had to suffer with illness, both physical and mental, because I could not afford the medication.","The druggist discovered the drug, and I'm sure worked very hard to do so. But, to gate keep a drug, and sell it for 10 times more- to me, that is morally wrong. Especially because it will save lives.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
203,"control","33518","debriefing_form.html","external-html",26,277759,"0.0-7.0","60feea92d60520ac4a3fa8bf","618b9cbf713205f8e1c56f1b","618be6957ba29445b278a41f","xtterga8znse9fp","21",0,1932,1,13943,NA,"7405",NA,NA,NA,NA,8,43315,"Incest","control",3,"7458",1,0,0,NA,"""","""","""","""","""",3,0,0,1,0,1,1,0,1,1,"1",1,0,0,3,"6290",1,0,0,NA,2,"Yes, Intro philosophy course in college",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","not wrong","not wrong","wrong","wrong",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
